,July 2022 actual,July 2024 predicted,Percent change
Spring AOP,1.3821024650116895e-05,-3.3148589650620054e-05,-339.8417663652723
LTspice,3.889318126593678e-05,-9.337962953932158e-05,-340.0925470735531
COBRA Administration,1.2560342953851092e-05,-3.021679311259168e-05,-340.57299409429737
Flood Insurance,5.6250031054648265e-05,-0.0001356963727263,-341.23786277463154
Climatology,6.044116893932312e-05,-0.0001458654422918,-341.3345817951242
Scheme (Programming Language),2.4834650589478625e-05,-6.014709735710871e-05,-342.1902298983439
Mechanic's Lien,1.9813146890561077e-05,-4.7987877389824734e-05,-342.20219864561756
On-Board Diagnostics,4.695846989650967e-05,-0.0001140072174777,-342.78307561757657
Chiropractic Diagnosis,2.6945760590650747e-05,-6.55603234217723e-05,-343.304779619097
Oracle Data Guard,5.237987256479191e-05,-0.0001274982157368,-343.41070242026564
Microsoft Solutions Framework,0.0001367395065509,-0.000333278829022,-343.73265446730284
Learning Content Management Systems (LCMS),4.05197504624928e-05,-9.946079173103154e-05,-345.46249815407344
Electron Backscatter Diffraction,2.050267438252353e-06,-5.037544121698839e-06,-345.70180590649386
Microsoft Sharepoint Migrations,3.632991724838163e-06,-8.932711969753906e-06,-345.87757546163493
Bloomberg Terminal,2.965696544867982e-05,-7.394766166709259e-05,-349.34331799743984
Mixpanel,1.2622724438351877e-06,-3.155833992205217e-06,-350.01211169728015
Lean Project Management,2.9905889453045585e-05,-7.485981974388793e-05,-350.317984560945
Dividend Reinvestment Plan,3.078516982272492e-06,-7.718421258296307e-06,-350.71881372565116
Concrete Breakers,5.34713974134548e-06,-1.3446218795632124e-05,-351.4656329562972
Web Worker,5.698662915604788e-06,-1.4336476446123576e-05,-351.57614441215065
Financial Instruments And Exchange Act,1.889962093986084e-06,-4.755174838040954e-06,-351.60159842210925
IBM Software,3.003547447867195e-05,-7.570614731934934e-05,-352.05577282658857
Political Action Committee (PAC),1.359872651100185e-05,-3.4412860024760577e-05,-353.0594316822194
Low Carbon Solutions,9.936485981605576e-07,-2.521898443906223e-06,-353.80184187596717
Licensed Independent Social Worker,8.711053628537585e-06,-2.211215597223128e-05,-353.8402002232131
Biometrics,1.097537262539526e-05,-2.7873635741807497e-05,-353.9652792955052
Sensormatic,2.219840472713279e-05,-5.6445343942280925e-05,-354.2765781420707
Template Metaprogramming,3.8136679433831328e-06,-9.70115692976783e-06,-354.37864737541526
Alice Concierge (Software),3.873052443541636e-06,-9.873110049572184e-06,-354.91805735901465
Drug Formulary,2.250401779964688e-05,-5.748087079076782e-05,-355.42492590665194
File Importing,1.0844604189774392e-05,-2.7783198966214965e-05,-356.19375755928775
Front End Loaders,0.0002047931592042,-0.0005254484228396,-356.5751829218443
Transfer Of Undertakings,4.968242990802788e-07,-1.2781160349651663e-06,-357.25715053213275
Logic Diagrams,3.995550858941967e-05,-0.0001029682970285,-357.70738670003135
Brocade Certified Network Professional,1.2546190253029268e-06,-3.238003182649208e-06,-358.0865679019489
Privileged User Management,8.272252588133575e-06,-2.13635804691394e-05,-358.25590117720947
Immunofixation Electrophoresis,6.269293751520304e-07,-1.6223746420848634e-06,-358.78108545981553
PeopleSoft Enterprise Manufacturing Solution,4.968242990802788e-07,-1.285881829625656e-06,-358.82023725612464
Die Grinder,6.134471376213529e-06,-1.5929707790272114e-05,-359.675313704123
Enterprise Master Patient Index,4.5318946019817705e-06,-1.1874079667260834e-05,-362.0113817754801
Procedure Writing,0.0001105547864773,-0.0002904704724683,-362.7389385152869
Certified Risk And Compliance Management Professional,4.4600486680510653e-07,-1.173032135344729e-06,-363.00881955562073
Near Field Communication,1.537270888054141e-05,-4.046298315783792e-05,-363.2130971338141
Jig Borer,1.289123055712758e-06,-3.4013499211935945e-06,-363.8499021579428
Cementation,1.292569627479455e-06,-3.410473377687767e-06,-363.8521983793075
Virtual Switching,1.7851870797941704e-06,-4.718688961695921e-06,-364.3246198174356
Union Avoidance,1.833170879184419e-05,-4.8469466909494696e-05,-364.4023394647139
Boring Tools,4.2191792203476085e-06,-1.1176242436365338e-05,-364.89138888593016
Opening Statement,2.914675226905551e-05,-7.760004940121809e-05,-366.2390947879446
Brainspace (eDiscovery Software),3.417166112039334e-05,-9.129880013268682e-05,-367.1769446940948
Equal Credit Opportunity Act,9.135481232859569e-05,-0.0002442572477708,-367.37206453035765
Ableton Live,1.1451313933914742e-05,-3.0618417485796094e-05,-367.3790768683336
Time-Division Multiplexing,4.2191792203476085e-06,-1.1283518388428676e-05,-367.43396758336934
Energy Project Management,4.846108595499639e-06,-1.3009491840519493e-05,-368.4523382864515
Apple Watch,1.03283205346813e-05,-2.7821288400870656e-05,-369.3689482956111
Graphic Animation,2.824871405379023e-05,-7.610616790003893e-05,-369.4146280610161
Clinical Research Coordination,0.0003642742815371,-0.0009817875385921,-369.5187632926835
Solar Energy,1.0894415057248744e-05,-2.95529792313684e-05,-371.2672417570958
Mortgage Underwriting,8.279296248438346e-05,-0.0002270388567357,-374.2248253026632
DOT (Department Of Transportation) Inspections,0.0007932855982588,-0.0021782675042035,-374.58805617858525
Heat Shielding,2.511924347373685e-06,-6.9279915157167206e-06,-375.80414684702606
3D Conformal Radiotherapy (3DCRT),8.408748159775165e-06,-2.325584531813577e-05,-376.5672710878
Intertemporal Portfolio Choice,6.276896501508966e-07,-1.740830808088588e-06,-377.3394156921486
GIF Animation,1.561698742521935e-05,-4.332098646702556e-05,-377.3965636744251
METAR,1.1878651328129476e-05,-3.3001396637318826e-05,-377.8210735015785
Java Profiler,6.286592533035819e-06,-1.7510783744596285e-05,-378.5417323069332
YouTube Advertising,2.4813563466390277e-05,-6.921111003316296e-05,-378.92450887559426
Radiative Transfer,6.614334055618612e-07,-1.8452269370767612e-06,-378.97395589043697
Aeronomy,6.614334055618612e-07,-1.8452269370767612e-06,-378.97395589043697
Auto-Titrators,1.5925733270681e-05,-4.457275843317045e-05,-379.8788456116375
Web Mapping,8.287137954015092e-06,-2.3286151261444166e-05,-380.99147607603294
Gastric Lavage,1.292569627479455e-06,-3.6412227513595664e-06,-381.7041862928535
Cooling Efficiency,9.428291658853852e-07,-2.6657120979450057e-06,-382.735430171139
Insurance Law,3.015399105008931e-05,-8.543379437464483e-05,-383.3249974530048
Retrovirus,9.429582904755448e-06,-2.676177588524137e-05,-383.8065708266385
Trusted Systems,1.2588258720684904e-06,-3.5783123675770986e-06,-384.25793010571437
WebRTC,4.259872116211704e-05,-0.0001212378488277,-384.6044329976661
Licensing,4.665184087152714e-06,-1.3307372236717134e-05,-385.24859872869405
Youth Activities,2.244359194844981e-05,-6.409387355356675e-05,-385.5776103075771
GIAC Security Leadership Certification,2.0769597357038065e-05,-5.94001538894219e-05,-385.9956929752099
Celerra (Server Appliance),2.265695977009108e-06,-6.484919241599035e-06,-386.2219515506058
Certified Electronic Health Records Specialist,3.7349832660699233e-06,-1.0692097212531772e-05,-386.26894555761584
Certified Child Life Specialist,6.517362691983672e-06,-1.867438736460327e-05,-386.5328852661934
Investment Concepts,0.0001029005507903,-0.0002952966442712,-386.97285097431796
Cell Growth,7.4727500051e-06,-2.150115145000882e-05,-387.7274287957542
Contextual Query Language,1.15825770464214e-06,-3.3359419958470097e-06,-388.0137971435032
Single-Photon Emission Computed Tomography,4.968242990802788e-07,-1.4309899885482923e-06,-388.0273753110186
Doctor Of Physical Therapy,2.6976364057322456e-05,-7.790716177802233e-05,-388.7978587940031
Customer Data Integration,9.569982966285947e-06,-2.769277684203058e-05,-389.37122395713084
Teeth Cleaning,1.858578420964952e-05,-5.4001046783549616e-05,-390.55027312494514
Certified Professional Medical Services Manager,9.428291658853852e-07,-2.741747154098354e-06,-390.79999360474324
TimeMap,1.8830689504526896e-06,-5.489930491035112e-06,-391.54166074032145
Energy Transport,1.0771410887227004e-06,-3.14911199150556e-06,-392.3583571804742
Swaption,2.521312286070717e-05,-7.374562228984852e-05,-392.4890450788852
Foreign Direct Investments,1.8832429254822336e-05,-5.513144791473258e-05,-392.7474048554586
Archival Research,3.869958548456354e-06,-1.1420522455773206e-05,-395.1071003158062
Elevated Privileges,3.441029358515456e-06,-1.017181511609018e-05,-395.60384571896094
Certified Manager Of Reporting Services,1.9843002166855835e-06,-5.88200902957317e-06,-396.4273742507577
Conceptual Architecture,1.753925866085951e-05,-5.218136214279298e-05,-397.51178856402043
Payment Plan Agreements,4.085889735176664e-06,-1.2162381436167972e-05,-397.6678820149829
Construction Communication,0.0001273801085438,-0.0003803460428598,-398.59139484797737
Solar Radiation,1.1279605209978726e-06,-3.3898353943304136e-06,-400.527840400968
Clinical Decision Support,7.61078061826483e-05,-0.0002296425729207,-401.73327078905584
Juniper Networks Certified Associate,1.2622724438351877e-06,-3.817787483022074e-06,-402.45352353747137
Automation Protocols,5.490536521768943e-06,-1.6630998286356213e-05,-402.902971693521
Waveforms,7.428321068394667e-06,-2.2574531840889272e-05,-403.89817070424294
Atterberg Limits,6.269293751520304e-07,-1.9075177034899458e-06,-404.26357084119286
Punching (Metal Forming),0.0002268324173773,-0.0006938624704538,-405.89211122309246
Orifice Plate,4.316820605710077e-06,-1.336539964607032e-05,-409.6121165746668
Professional Certified Marketer,4.968242990802788e-07,-1.5424461239114568e-06,-410.46108790709974
American Literature,9.11368311402209e-06,-2.8356839745260664e-05,-411.14577268581485
Live Connect (Windows),9.903198658436987e-06,-3.0842682334200643e-05,-411.4416200055157
Post Graduate Certificate In Education (PGCE),4.716003519427887e-06,-1.4723689510790889e-05,-412.2069237254739
Network Control,8.65752316370005e-05,-0.0002707436377433,-412.72643760110907
Anti-Social Behaviour,4.97942001878461e-06,-1.5581407257660818e-05,-412.91610667267975
Multiple Activation Key,5.927456530987901e-06,-1.855637412041765e-05,-413.0579536671009
Adjunct Therapy,9.035510421905794e-06,-2.852475570000412e-05,-415.6961186259979
Image Server,5.296320309070308e-06,-1.6745241733721842e-05,-416.1674664019938
Lean Product Development,2.5807716578318037e-05,-8.161393273603628e-05,-416.2384881605643
Mathematical Economics,2.330999839026761e-06,-7.383712411795703e-06,-416.7616011024073
Removable Appliances,3.0211393536848944e-05,-9.5872078396868e-05,-417.33749149946516
Network Migration,6.352345987184638e-06,-2.0163016099181853e-05,-417.4105462747017
Air Filter Replacement,7.625704548453231e-06,-2.4213722851009457e-05,-417.52768150348646
Fluoride Treatments,1.3982257382403431e-05,-4.442227692255864e-05,-417.70461455289575
Electric Resistance Welding,9.51205295765122e-06,-3.0360364383366807e-05,-419.1778317313279
Structural Biology,2.1975226056385032e-05,-7.014913193136233e-05,-419.2191595725591
Subpoena Preparation,5.056329787938486e-06,-1.6168862579709874e-05,-419.77468357146216
Inventory Industry,9.936485981605576e-07,-3.181493978394568e-06,-420.1830087904466
High-Level Shader Language,9.795541852765107e-06,-3.1583481261986974e-05,-422.4270973133714
Rabies Testing,6.614334055618612e-07,-2.1345760614093432e-06,-422.7197240810821
Oil Containment Booms,5.040622586000442e-05,-0.0001637659389963,-424.8922850346599
OneDrive for Business,3.708568418433981e-05,-0.0001206555406417,-425.34263097847685
Primary Care Case Management,4.850315442265202e-06,-1.578583572470416e-05,-425.4599811622114
Combined Anatomic Pathology And Clinical Pathology Certification,1.057380577178627e-05,-3.444524691392132e-05,-425.7601629663978
Mass Storage,1.033633469514345e-05,-3.367490706953296e-05,-425.7915698623342
Transport Phenomena,7.123009543505931e-06,-2.3316906718606395e-05,-427.34627935272795
Knowledge-Based Systems,3.065922564416962e-05,-0.0001005092852978,-427.8272141126746
Live Performances,1.0753209990878034e-05,-3.5344079914464835e-05,-428.68399244920613
Compensation Management,0.0001739593788561,-0.0005725992123274,-429.15685034783706
Transportation Demand Management (TDM),8.382093042609731e-06,-2.7592668182348084e-05,-429.1858971510202
Mongolian Language,4.716003519427887e-06,-1.5594559934848203e-05,-430.673203923733
Hot Runner,6.614334055618612e-07,-2.187365033748015e-06,-430.7007198842544
Sieve Analysis,1.812498475171938e-05,-6.009684504823553e-05,-431.56907921003693
High-Complexity Clinical Laboratory Director,1.1279605209978726e-06,-3.758098283056353e-06,-433.1764022850442
Luxury Fashion Industry,1.1237536742323092e-06,-3.7850558366394818e-06,-436.82255492737215
Navigational Database,6.311362219175937e-07,-2.125863030940789e-06,-436.83109241959477
Water Flow Tests,6.269293751520304e-07,-2.118904250180233e-06,-437.98133157604855
Wrongful Death Claim,5.943081855426028e-06,-2.010674290376473e-05,-438.3218234729057
Wilderness First Aid,7.97226060094811e-06,-2.7078515994487725e-05,-439.65919266697557
Kiosk Software,8.438358440695217e-06,-2.871154414814485e-05,-440.25035023019683
Openpyxl,4.968242990802788e-07,-1.6916351993111763e-06,-440.48962630103466
Millennium Software,1.129861701759682e-05,-3.849528384040474e-05,-440.70792717773315
Bioenergetics,4.4600486680510653e-07,-1.519785015467147e-06,-440.7552537159324
Common Object Request Broker Architecture,6.276896501508966e-07,-2.1409082318251926e-06,-441.07751040829146
Vertical Form Fill Sealing Machine,1.6415489247958e-05,-5.6224440903243225e-05,-442.50846900732637
Environmental Field Services,1.3776775296228452e-05,-4.72806863369414e-05,-443.19124265520264
Wound Prevention,6.406611991226507e-06,-2.208763995448512e-05,-444.7631912894505
Client Side Validation,1.2622724438351877e-06,-4.355122642740524e-06,-445.02239702771834
Lymphoma,2.214876544733935e-06,-7.696780761709383e-06,-447.5038272453225
Data Corruption,1.0885355406650338e-05,-3.7830246402720055e-05,-447.53340602556636
Hash Functions,3.1220340676357456e-06,-1.0850782682190084e-05,-447.55490962362137
Biodiesel Production,7.255298268381958e-06,-2.5223472718712186e-05,-447.6559031161293
Validation Controls,8.109660017434866e-06,-2.8198370398082502e-05,-447.71334849376115
Leadership Certificates,2.547188652782382e-06,-8.863626734366237e-06,-447.97684595069904
Demandware,4.5833652104522006e-05,-0.0001598357265918,-448.73006896177577
Rapid Development And Maintenance Language (RDML),6.614334055618612e-07,-2.3068825728044003e-06,-448.7701941580643
Validation Master Plan,1.69427076461323e-05,-5.9117052156534025e-05,-448.9232854114043
Bacterial Cultures,5.910482792707036e-05,-0.0002087334134395,-453.1579750084998
Forensic Medicine,4.968242990802788e-07,-1.7548133684680631e-06,-453.2060271038623
Theodolite,2.9809457944816733e-06,-1.0569320802933942e-05,-454.56266338354317
Live Event Support,1.835620057664761e-05,-6.553528474079774e-05,-457.0198771099202
Sinon,4.148004652462931e-06,-1.4816999265034029e-05,-457.2078747847172
Hardware-In-The-Loop Simulation,6.306005932224523e-05,-0.0002253087403732,-457.2923064056165
Watchkeeping,6.311362219175937e-07,-2.263666181430441e-06,-458.66522991703744
Lending Procedures,1.8739666141023023e-05,-6.729669528444748e-05,-459.11362976274273
Headworks,1.3228668111237224e-06,-4.756245185542695e-06,-459.5407448088032
Autolayout,1.915292155865922e-06,-6.886928635569861e-06,-459.575880602728
Computational Science And Engineering,3.2798668238005704e-06,-1.1796236616965928e-05,-459.65596320453494
AppFabric Caching,1.15825770464214e-06,-4.184621157024156e-06,-461.2858468588433
Sframe,4.846868870498504e-06,-1.7511818018057722e-05,-461.3016668275702
Public Safety Telecommunication,1.8359317812916983e-05,-6.648014983713108e-05,-462.10577383413414
Community Resilience,7.197128035193748e-06,-2.608263696240991e-05,-462.4034036197018
Drug Overdose Treatment,1.236163301543687e-05,-4.480671017192544e-05,-462.46594698266847
Carburizing,3.6739815612065103e-06,-1.3449458327585207e-05,-466.0731036213611
Quantum Physics,2.2300243340255328e-06,-8.183474876340317e-06,-466.9679631507833
Workplace Safety,0.0034288032990339,-0.0125941283391447,-467.3039028716878
X-Ray Welding,1.8823086754538235e-06,-6.916320143837146e-06,-467.4381483775303
Radiobiology,4.214829064478317e-06,-1.5510952331295412e-05,-468.0090483862897
Atlas DMT,1.7385744942845611e-06,-6.399088321991628e-06,-468.06523637774353
