,tot,counts
CompTIA Cloud Essentials,0.0,0.0
Digestive Disorders,0.0,0.0
Amortization Schedule,127855.5,2.0
Beryllium,190320.0,4.0
Sheet Metal Roofing,1092660.0,11.0
IxChariot (Traffic Generator),0.0,0.0
SourceGear Vault (Version Control System),0.0,0.0
Script.Aculo.Us,0.0,0.0
Word Embedding,0.0,0.0
Tabular Form,213970.0,4.0
Bioremediation,98800.0,3.0
AppSheet,66460.0,1.0
Project Appraisal,0.0,0.0
Certified Corporate FP&A Professional,82566.0,1.0
Video Memory,0.0,0.0
Certified Alarm Technician,0.0,0.0
Ebean,556192.0,3.0
Habitat Conservation Plan,341986.0,2.0
7-Zip,0.0,0.0
Certified Inclusive Fitness Trainer (CIFT),0.0,0.0
Nutanix Prism,322500.0,3.0
IxVeriWave (Network Test Tool),0.0,0.0
Freedom Of Information Laws,60592.0,1.0
Wi-Fi Test Tools,0.0,0.0
Grease Trap,249600.0,4.0
Reservoir Simulation,97500.0,1.0
Upper Endoscopies,929430.0,6.0
Wildlife Damage Management,376234.5,6.0
Digital Content Optimization,0.0,0.0
Combat Operations Process,186463.0,2.0
Registered Health Underwriter,0.0,0.0
Neuromuscular Electrical Stimulation (NMES),95000.0,1.0
Memory Built-In Self-Tests,140000.0,1.0
Computer-To-Plate,233256.0,5.0
Cloudkit,130000.0,1.0
Test Patterns,0.0,0.0
Reaction Intermediate,370340.0,4.0
Zimbra,306121.5,7.0
Suction Filtration,37440.0,1.0
Visitor Location Register (VLR),300560.0,3.0
Armed Forces Health Longitudinal Technology Application (AHLTA),374545.0,4.0
Irrigation Design,0.0,0.0
SDL MultiTerm,0.0,0.0
Flame Ionization Detector,0.0,0.0
MODFLOW,71638.0,1.0
Cryogenic Engineering,117500.0,1.0
Charge Controller,175000.0,2.0
Enclosure (Electrical),92560.0,2.0
Book Building,0.0,0.0
Certified Transplant Preservationist,0.0,0.0
Facies,0.0,0.0
Verisign,0.0,0.0
Lactate Threshold,0.0,0.0
Audit Trail,0.0,0.0
Microsoft File Compare,256278.0,5.0
High Intensity Training,0.0,0.0
Membrane Biology,0.0,0.0
MIDAS Civil,75100.0,1.0
Xeon Phi,150000.0,1.0
Heartsaver First Aid,61942.0,1.0
MODX,223600.0,2.0
Tamil Languages,0.0,0.0
Overproduction,0.0,0.0
56 Kbit/S Modems,645800.0,9.0
Vanity Domain,312000.0,2.0
Multihoming,0.0,0.0
Certified Specialist in Sports Dietetics,0.0,0.0
SAP ABAP Certification,0.0,0.0
Ephesoft,129500.0,1.0
3CX Phone Systems,234800.0,2.0
Virtual Device,69680.0,1.0
Fourier Analysis,41600.0,1.0
Webproxy,85000.0,1.0
Simple Object Database Access,32240.0,1.0
Accredited Investing,912500.0,6.0
Boolean Expression,0.0,0.0
Linear Motor,137000.0,2.0
Short Term Loans,276708.0,7.0
PrestaShop,104000.0,1.0
Spectrochemical Analysis,39000.0,1.0
Rabies Testing,259147.5,6.0
Linear Search,104000.0,1.0
Shopify Templates,390180.0,4.0
Radiobiology,157000.0,2.0
Valvuloplasty,0.0,0.0
Associate Reinsurance Administration,26520.0,1.0
Toon Boom (Animation Software),353200.0,4.0
Continuum Mechanics,0.0,0.0
Smartthings,0.0,0.0
Procedural Justice,367034.0,4.0
Adobe Encore,0.0,0.0
Binary Search Algorithms,386048.0,4.0
Certified Fire Instructor III,126840.0,1.0
Jet Engine,0.0,0.0
Language Interface Pack,65000.0,1.0
Mixed Lymphocyte Culture,65000.0,1.0
mlpack (C++ Library),0.0,0.0
Splice Machine,29120.0,1.0
Avaya Certified Specialist,0.0,0.0
Nanocomposites,106500.0,2.0
Master School Bus Technician,0.0,0.0
Traffic And Revenue (T&R) Studies,0.0,0.0
Adobe Fireworks,436642.5,7.0
Zypper,120000.0,1.0
Not-For-Profit Auditing,512756.0,6.0
Boat Building,0.0,0.0
WebQuest,0.0,0.0
Life Contingencies,65000.0,1.0
Avaya Certified Expert,0.0,0.0
Microsoft Forefront Threat Management Gateway,179920.0,2.0
Credit Risk Certification (CRC),0.0,0.0
Displacers,0.0,0.0
Citrix Certified Expert - Virtualization (CCE-V),156000.0,1.0
Clickbank,0.0,0.0
Offshore Construction,0.0,0.0
SAS Management Console,145600.0,1.0
Microsoft Script Editor,0.0,0.0
Ground Plane,144560.0,2.0
Cluster Mode,0.0,0.0
Subsea Production Systems,0.0,0.0
Professional Neglicence Law,0.0,0.0
Independent Films,226970.5,4.0
Air Navigation,300800.0,3.0
Electronic Indexing,367360.0,6.0
Personal Firewall,46800.0,1.0
Optical Mapping,0.0,0.0
InstallAnywhere,0.0,0.0
Abvent Artlantis,282500.0,4.0
Modern Hebrew,0.0,0.0
Critical Care Registered Nurse - Cardiac Medicine (CCRN-CMC),0.0,0.0
Prognosis,0.0,0.0
Inter-City Rail,1330615.5,11.0
Registered Radiologist Assistant (RRA),97500.0,1.0
Allscripts EHR,794112.0,3.0
Twinmotion,282500.0,4.0
SAS Forecast Servers,145600.0,1.0
Logical Unit Number Masking,0.0,0.0
Outdoor Emergency Care (OEC) Certification,0.0,0.0
Crop Planting,392280.0,10.0
Architectural Visualization,260000.0,2.0
ArtVPS Shaderlight,0.0,0.0
Compact Fluorescent Lamp,0.0,0.0
Mariculture,62400.0,2.0
MEPIS,233220.0,2.0
Direct Drive Mechanism,963192.5,9.0
Thermodynamic Systems,0.0,0.0
Wireless Planning,54080.0,1.0
Cisco Certified Support Technician (CCST),530000.0,3.0
Schematron,0.0,0.0
Gaming Law,260564.0,3.0
Model View Presenter,87500.0,1.0
Child Care Administration,393697.0,10.0
Lexical Analysis,0.0,0.0
Certified Brain Injury Specialist (CBIS),253500.0,3.0
Forensic Anthropology,0.0,0.0
Harvard Graphics,396427.0,7.0
Space Partitioning,0.0,0.0
Task Parallel Library (.NET Framework),499850.0,4.0
Directed Graph,101920.0,1.0
Asciidoc,0.0,0.0
Thyristors,0.0,0.0
Salesforce Certified B2B Solution Architect,0.0,0.0
ArcInfo,107500.0,1.0
Plumbing Drawing,137360.0,2.0
Broadband Transport Specialist (BTS),0.0,0.0
3M (Software),0.0,0.0
Gene Ontology,0.0,0.0
Broadband Distribution Specialist (BDS),0.0,0.0
Computational Mechanics,0.0,0.0
Oracle Learning Cloud Certification,151100.0,1.0
Fiber Light Identifiers,0.0,0.0
Antibody Conjugations,0.0,0.0
Bintray,146203.0,1.0
Large Language Modeling,2661560.5,16.0
FIFO And LIFO Accounting,0.0,0.0
Toad Data Modeler,529931.5,4.0
Ectopic Pregnancy,950898.0,4.0
Carbon Capture And Storage,981600.0,7.0
Quality Process Analysis,195160.0,2.0
Masterpiece,0.0,0.0
ControlUp,0.0,0.0
Hypercholesterolemia,111150.0,1.0
PeopleSoft Planning And Budgeting,32760.0,1.0
Certified Veterinary Assistant,251080.0,8.0
Object Access Methods,41600.0,1.0
Road Safety Audits,0.0,0.0
New Product Development Professional,202999.5,1.0
AuthorIT (Software),0.0,0.0
Habitat Improvement,184064.0,4.0
Common Gateway Interface,295200.0,2.0
School Nurse Practitioner (SNP-BC),196100.0,3.0
Organisational Policies,156000.0,1.0
Microsoft Office Specialist Master,0.0,0.0
Apple Certified Pro - Final Cut Pro,0.0,0.0
Hardware Acceleration,720500.0,4.0
Windows Imaging Format,0.0,0.0
Teradata Warehouse Miner,0.0,0.0
Teradata Certified Professional,0.0,0.0
Training Datasets,0.0,0.0
Cudnn,202500.0,1.0
Flemish,87450.0,1.0
ACLS For Experienced Providers (ACLS-EP),0.0,0.0
Metabolic Syndrome,752392.5,8.0
Building Energy Codes,0.0,0.0
Hugging Face Transformers,0.0,0.0
Systematic Risk,0.0,0.0
General Electric LM6000,67600.0,1.0
Drug Commercialization,142500.0,2.0
Certified Nonprofit Professional,0.0,0.0
OpenSUSE,192255.5,2.0
Health Management Information Systems,0.0,0.0
Proctoscopy,1210270.0,17.0
Laryngectomy,64251.0,1.0
MicroStrategy Web,112500.0,1.0
Viewport,40560.0,1.0
Plain Text,197288.0,3.0
Odroid,0.0,0.0
Social Inequality,209000.0,3.0
Map Projection,369301.0,9.0
Biocomputing,0.0,0.0
Rapid Sequence Induction,0.0,0.0
Text Parsing,0.0,0.0
Nephritis,55656.0,1.0
GAMESS,0.0,0.0
Reference Application,350000.0,2.0
AspectJ,1653120.0,14.0
Kalman Filter,0.0,0.0
WiFi Explorer,0.0,0.0
Scriber,82160.0,3.0
Cancer Epigenetics,0.0,0.0
Certified Manager Of Reporting Services,310960.0,7.0
Borland C++ (Borland Software),0.0,0.0
Certified Medical Reimbursement Specialist,310960.0,7.0
CSSP Analyst,994900.0,9.0
Incremental Build,0.0,0.0
Particle Filter,0.0,0.0
Asthma Action Plan,372830.0,10.0
Automated Logic WebCTRL,120000.0,1.0
Chartered Enterprise Risk Analyst (CERA),0.0,0.0
Comparative Law,37440.0,1.0
Password Safe,0.0,0.0
Rotating Disk Electrode,0.0,0.0
Membrane Electrode Assembly,67600.0,1.0
Shigella,151238.0,3.0
Test Stand Design & Development,302500.0,3.0
Voltammetry,0.0,0.0
Landscape Industry Certified,157032.0,3.0
Wastewater Collection System Operation,213262.0,4.0
NASA Standards,157560.0,2.0
Wireless Bridge,516120.0,9.0
Technology Valuation,0.0,0.0
Inverse Kinematics,0.0,0.0
Xperf,0.0,0.0
Developmental Neuropsychological Assessment (NEPSY),241400.0,2.0
Three.js (Javascript Library),200000.0,1.0
Test Of English For International Communication (TOEIC),121597.0,1.0
Certified Divorce Financial Analyst (CDFA),50000.0,1.0
DirectShow,140000.0,1.0
Adobe Photoshop Certification,0.0,0.0
Quote Generators,0.0,0.0
Oracle Flashback,0.0,0.0
Combine Harvesters,0.0,0.0
Open Inventor,0.0,0.0
Drilling Engineering,0.0,0.0
Monte Carlo N-Particle Transport Codes,0.0,0.0
EMC Storage Administrator Certification,0.0,0.0
Symbian,0.0,0.0
Joint Personnel Adjudication System,485658.0,7.0
ACI Concrete Strength Testing Technician,54080.0,1.0
Netstandard,0.0,0.0
Thyroidectomy,375616.5,5.0
Automated Cost Estimating Integrated Tools,0.0,0.0
NICET Construction Material Testing Certification,0.0,0.0
Acute Coronary Syndrome,942839.5,7.0
Catalytic Reactors,0.0,0.0
Biological Database,348400.0,4.0
GeneXpert MTB/RIF,96831.5,1.0
Kinetic Monte Carlo,0.0,0.0
Dynamically Generated,0.0,0.0
Orthopaedic Clinical Nurse Specialist - Certified (OCNS-C),0.0,0.0
Continuous Mandatory Ventilation,0.0,0.0
Amavis,1270000.0,10.0
Descriptive Geometry,152235.0,2.0
Ionic 3 (Mobile App Framework),100000.0,1.0
ShadowProtect,146800.0,2.0
Heat Bending,95680.0,2.0
End Cap Placement,0.0,0.0
Certified Associate Welding Inspector,0.0,0.0
Paraplegia,32240.0,1.0
Cable Layout,437360.0,6.0
Terracotta (Software),0.0,0.0
Soundtrack Pro,0.0,0.0
Security Certified Network Professional,310000.0,3.0
Palantir Gotham,100000.0,1.0
Peoplesoft Order Management,415000.0,3.0
TRADACOMS Standard,0.0,0.0
Statistical Graphics,330891.0,4.0
Connected Mathematics,200720.0,4.0
Website Promotion,46000.0,1.0
AWS CloudHSM,0.0,0.0
Flow Measurement,293863.0,4.0
X-Ray Absorption Fine Structures,0.0,0.0
Immunoglobulin G,45000.0,1.0
Mixed Signal Oscilloscopes,158800.0,2.0
3D Production,555560.0,7.0
OpenNI,84240.0,1.0
Estonian Language,278500.0,4.0
Salesforce Certified Tableau CRM & Einstein Discovery Consultant,751025.0,6.0
Sludge Disposal,195146.0,3.0
Nodal Analysis,150000.0,1.0
XCBL,0.0,0.0
Professional Technical Training,207500.0,3.0
Sports Analytics,141200.0,2.0
ClearHealth,0.0,0.0
Passenger Screening,302107.0,5.0
Avaya Unified Communications Management,489000.0,3.0
Certified Service Manager,27040.0,1.0
Advanced Video Coding High Definition (AVCHD),0.0,0.0
Hereditary Breast And Ovarian Cancer,0.0,0.0
African-American Literature,35360.0,1.0
Apple ProRes,0.0,0.0
Tandem Mass Spectrometry,599196.5,8.0
Robustness Testing,0.0,0.0
Text Template Transformation Toolkits,0.0,0.0
Ledger Applications,0.0,0.0
Flexible Electronics,0.0,0.0
Certified Aesthetic Nurse Specialist (CANS),131040.0,2.0
Chewa Language,245500.0,3.0
Biophysical Chemistry,37700.0,1.0
Taxi License,91000.0,1.0
Redo Log,0.0,0.0
Dynamic Logical Partitioning,104000.0,1.0
Formal Language,182000.0,4.0
Network Information Services,70200.0,1.0
Wetland Management,160868.5,2.0
IBM Websphere Integration Developer,0.0,0.0
Optimizer Hints,135200.0,1.0
SCO OpenServers,90000.0,1.0
NIST 800-82,161200.0,1.0
Insertion Loss,2478900.0,22.0
Maxwell Render,0.0,0.0
Ajax.net,0.0,0.0
Times Interest Earned,0.0,0.0
Spark Testing,0.0,0.0
NPIV,640900.0,5.0
Board Certified Nutrition Support Pharmacist (BCNSP),0.0,0.0
ImageMagick,0.0,0.0
Pilgway 3DCoat,54000.0,1.0
Transcranial Doppler,249924.0,4.0
Maynard Operation Sequence Technique (MOST) Certification,450000.0,1.0
Client Side Validation,57000.0,1.0
Procreate (Software),114940.0,3.0
Zumba Fitness,241280.0,4.0
Certified Asset Management Professional (CAMP),355932.0,8.0
Sight Glass,375501.0,8.0
Pediatric Primary Care Nurse Practitioner (PPCNP-BC),0.0,0.0
Flash File Systems,109200.0,3.0
Certified Divemaster,0.0,0.0
Islamic Studies,40000.0,1.0
AmplifyJS,0.0,0.0
IBM Resilient,205000.0,1.0
Certified Sales Professional,575156.0,8.0
Geolocation,330000.0,3.0
Oracle Javascript Extension Toolkit (JET),0.0,0.0
Web Tools Platform,59938.0,1.0
Oracle MySQL Certification,275700.0,2.0
Remote Utilities,0.0,0.0
NICET Inspection And Testing Of Water-Based Systems,52500.0,1.0
AAUS Scientific Diver Certification,0.0,0.0
Epic Identity,0.0,0.0
Function Model,80770.0,1.0
Search Form,0.0,0.0
Number Systems,272331.0,4.0
Intestate,50000.0,1.0
Bisulfite Sequencing,0.0,0.0
Compensatory Education,0.0,0.0
Diversity Equity And Inclusion Certification,177273.5,2.0
Pericardial Window,0.0,0.0
Salesforce Certified B2C Commerce Developer,401400.0,4.0
Logistics Support Analysis,53000.0,1.0
Speech Testing,0.0,0.0
Multicenter Trial,0.0,0.0
IIS Manager,92412.0,1.0
HDI Support Center Manager (HDI-SCM),270000.0,2.0
Freshwater Ecology,80000.0,4.0
Salesforce Certified B2C Commerce Architect,440000.0,4.0
Marine Ecology,64720.0,2.0
Associate Android Developer Certification,0.0,0.0
Gallium Nitride,325300.0,2.0
Edge Banding,682240.0,17.0
VLAN Access Controls,0.0,0.0
Asset Liquidation,175000.0,2.0
Microsoft Certified: Azure Fundamentals,249200.0,2.0
Broadcast Domain,0.0,0.0
Field Service Management Certification,0.0,0.0
Impedance Control,193083.5,2.0
25-Ton Master Captain's License,268320.0,6.0
Kernel Methods,1407900.0,9.0
Parser Generators,152360.0,1.0
AAAE Accredited Airport Executive (AAE),106900.0,1.0
Microsoft Operations Framework,500000.0,1.0
Advanced Communication Server,0.0,0.0
500-Ton Master Captain's License,0.0,0.0
Early Childhood Education Policy,1022800.0,17.0
Asbestos Abatement Worker License/Certification,278969.5,5.0
Human Rights Policies,38500.0,1.0
Abiotic Stress Resistance,0.0,0.0
UL 1741,0.0,0.0
Publishing Site,144320.0,2.0
Morphometrics,0.0,0.0
Autoignition Temperature,0.0,0.0
RMI-IIOP,0.0,0.0
Social Influences,0.0,0.0
Maternity Hospital,0.0,0.0
Google Colaboratory,190000.0,1.0
Advocacy Journalism,312500.0,5.0
Economic Development Finance Professional,241196.0,3.0
Ischemia-Reperfusion Injury,35568.0,1.0
Call Admission Control (VoIP Protocols),509600.0,9.0
Financial Analytics Publisher,153478.0,2.0
Bench Carpentry,417340.0,9.0
Xmind Software,0.0,0.0
Windows Script Host,0.0,0.0
VMware Certified Associate - Workforce Mobility (VCA-WM),123640.0,2.0
AMS Device Management,217500.0,2.0
Twitter Feed,54500.0,1.0
Chi-Squared Tests,363400.0,2.0
Manual Fire Alarm Activation,0.0,0.0
JavaMail,105000.0,1.0
Medical Laboratory Management,89500.0,1.0
Diplexer,0.0,0.0
LAME,0.0,0.0
Certified Retinal Angiographer,0.0,0.0
Heart Rate Variability,0.0,0.0
Eclipse CDT Project Development Tooling,0.0,0.0
Fluidics,0.0,0.0
Cellular Phone Exploitation,106080.0,3.0
Plant Tissue Culture,0.0,0.0
LIMDEP,0.0,0.0
Virtualenv,235000.0,2.0
Tizen,119340.0,2.0
Data Smoothing,0.0,0.0
BioMedicine,0.0,0.0
Amazon Forecast,323520.0,2.0
Technology CAD (Electronic Design Automation),0.0,0.0
Empirical Process,106368.5,1.0
NLOGIT,0.0,0.0
Transition Engineering,354750.0,3.0
Human Health Risk Assessment,628492.5,7.0
Bacula,0.0,0.0
IBM Advanced Peer-To-Peer Networking,0.0,0.0
PDF.js (Javascript Library),0.0,0.0
Upper Respiratory Infection,983467.0,6.0
Electric Vehicle (EV) Installation,0.0,0.0
Negative Binomial Distribution,0.0,0.0
Aircraft Leasing,178850.0,2.0
Radmin,93600.0,2.0
Scanner Troubleshooting,185000.0,3.0
Audition Conducting,209800.0,3.0
XLink,0.0,0.0
Challenge Response Authentication Mechanism,0.0,0.0
External Security Manager,0.0,0.0
Solvation,0.0,0.0
Immunological Analysis,0.0,0.0
Thermodynamic Process,0.0,0.0
Composite Application,140000.0,1.0
Group Health Insurance Sales,0.0,0.0
Residual Gas Analyzer,81120.0,2.0
Backup Agent,0.0,0.0
ADP PCPW,369995.0,7.0
File Allocation Table (Software),170980.0,1.0
Town Ordinance,247520.0,5.0
Axonometric Projection,28000.0,1.0
DOCSIS Timing Interface,308049.0,4.0
Elastomer,772500.0,7.0
Marine Invertebrate Zoology,0.0,0.0
Integrated Maintenance Data System,136698.0,2.0
Amazon Mechanical Turk,50500.0,1.0
Non-Conforming Uses,237700.0,4.0
Seismic Inversion,0.0,0.0
Translation Studies,34257.5,1.0
NameNode,126547.5,1.0
IEFBR14,0.0,0.0
School Transport,225420.0,7.0
Windows Legacy Audio Components,108000.0,1.0
Sustainable Gardening,127296.0,4.0
Photo Story,130500.0,2.0
Ammonia Production,40000.0,1.0
Windows Identity Foundation,100936.0,1.0
Unified Process,95000.0,1.0
Sailing,243840.0,7.0
Micro Focus Performance Center,208000.0,2.0
Kendo Grid,93600.0,1.0
Password Synchronization,315295.5,4.0
Annexation,1762845.5,19.0
Seismic Data,0.0,0.0
Web Server Gateway Interface,80000.0,1.0
Wave Picking,120000.0,1.0
Lipoproteins,0.0,0.0
Nucleic Acid Analysis,0.0,0.0
Lighting Fixture,172400.0,4.0
Aegisub,0.0,0.0
Stored Functions,0.0,0.0
Stealth Technology,168300.0,1.0
Httpserver,0.0,0.0
Technical Textile,171000.0,2.0
Warranty Deed,296656.0,6.0
Plasma Stability,0.0,0.0
Certified Bariatric Nurse (CBN),0.0,0.0
Dnsmasq,0.0,0.0
IBM SAN Volume Controllers,255000.0,2.0
Basic Offshore Safety Induction And Emergency Training (BOSIET),238500.0,5.0
Genetic Research,126000.0,3.0
XML Data Binding,0.0,0.0
Redactor,62400.0,1.0
Graphlab,0.0,0.0
Wire Wrap,95680.0,3.0
Eclipse Modeling Framework,0.0,0.0
Political Sociology,0.0,0.0
Humanitarianism,146000.0,2.0
Automatically Switched Optical Network,0.0,0.0
Devaluation,52411.0,1.0
Certified Employment Support Professional,66757.5,2.0
Forensic Biology,352479.0,5.0
Basic Rate Interface,0.0,0.0
NgRx Store,450000.0,4.0
Medication Administration Program (MAP) Certification,28080.0,1.0
Library Classification System,40685.0,1.0
Arithmetic Logic Unit,0.0,0.0
AFGROW,0.0,0.0
Production Surveillance,359964.0,4.0
Sailing Certification,99200.0,2.0
Intergraph SmartPlant 3D,332300.5,4.0
Aspen Simulation Software,130000.0,1.0
TypePad,0.0,0.0
Radioimmunoassay,0.0,0.0
Supply Chain Operations Reference Model,396500.0,2.0
Mobile X-Ray Equipment,236299.0,4.0
Page Flow,0.0,0.0
Instant Payment Notification,100000.0,1.0
Sport Business,0.0,0.0
Kikuyu Language,0.0,0.0
Powergui,0.0,0.0
Gracenote,0.0,0.0
Molecular Evolution,0.0,0.0
Certified Pediatric Nurse Practitioner - Acute Care (CPNP-AC),0.0,0.0
Epogen,0.0,0.0
Patient Health Questionnaires,0.0,0.0
Periscopes,108119.0,2.0
Digital Image Correlation,0.0,0.0
Glycobiology,57500.0,1.0
Maintenance Modes,649400.0,4.0
Certified Hospitality Trainer,0.0,0.0
Deformation Mechanisms,0.0,0.0
Microorganism Identification,182000.0,3.0
Certified Pediatric Nurse Practitioner,165920.0,2.0
Hand Scraper,279760.0,4.0
Magnetoresistive Random-Access Memory,61360.0,1.0
Biodegradation,93080.0,3.0
Certified Nutrition Support Dietitian,62500.0,1.0
Chemical-Mechanical Planarization,282440.0,4.0
Soil Testing,125360.0,2.0
SUSE Certified Engineer (SCE),0.0,0.0
SUSE Certified Administrator (SCA),65000.0,1.0
Helical Gears,95000.0,1.0
FINRA Series 14 (Compliance Official),0.0,0.0
Latin American Literature,0.0,0.0
Thrombin,127275.0,2.0
Facilities Management Administrator (FMA),0.0,0.0
Molecular Biophysics,99000.0,2.0
Amazon Route 53,1084120.0,8.0
Truststore,30000.0,1.0
XAUI Standard,88400.0,1.0
Aruba Certified Mobility Professional (ACMP),0.0,0.0
Injury Severity Scoring,0.0,0.0
Certified Accounts Payable Associate (CAPA),0.0,0.0
Solar Manufacturing,0.0,0.0
Forest Science,157500.0,2.0
PeopleSoft Enterprise Receivables,0.0,0.0
Aruba Certified Switching Professional (ACSP),0.0,0.0
Proximity Ligation Assay,72800.0,1.0
Renaissance Art,0.0,0.0
Message Switching,67500.0,1.0
Licensed Independent Chemical Dependency Counselor (LICDC),0.0,0.0
Markov Chain Monte Carlo,130000.0,1.0
Coupling Reaction,245400.0,4.0
Testicular Torsion,66560.0,2.0
Accredited Veterinarian,0.0,0.0
Information Advice And Guidance,157270.5,1.0
Alcoholic Liver Disease,0.0,0.0
Flying Qualities,0.0,0.0
Ocean Modeling,0.0,0.0
Wireless Tools For Linux,0.0,0.0
American Board Of Medicolegal Death Investigators (ABMDI) Certification,469660.5,8.0
Immunomodulation,205776.0,3.0
Induction Brazing,0.0,0.0
5th Class Power Engineer Certificate,0.0,0.0
Grounded Theory,175000.0,3.0
Prevalence,0.0,0.0
Alfresco ECM,123760.0,1.0
Nutrient Cycling,31200.0,1.0
Secondary Authority,0.0,0.0
Statistical Coupling Analysis,85000.0,1.0
Oracle Risk Management Cloud Certification,0.0,0.0
Hydraulic Drills,605280.0,12.0
ServiceNow Certified Master Architect (CMA),0.0,0.0
Dari Language,0.0,0.0
Thick Client Penetration Testing,91769.5,1.0
Condensing Boiler,280000.0,2.0
Membrane Potential,0.0,0.0
Electronics Cooling,0.0,0.0
Electromechanical Commodities,0.0,0.0
Certified Application Specialist,0.0,0.0
FME Server,138015.0,1.0
Small Business Software,78000.0,1.0
State Lending Regulation,105000.0,2.0
District Health Information System (DHIS),0.0,0.0
Securities Underwriting,100000.0,1.0
Residential Combination Inspector,233678.5,3.0
Interactive Web Development,425000.0,5.0
Contour Line,221120.0,3.0
Disk Utility,0.0,0.0
PS/2 Port,55120.0,2.0
RethinkDB,250000.0,2.0
Automobile Parts Specialist Certification,207180.0,3.0
