,differences taken
Skill: National Certified Patient Care Technician,3.0
Skill: Certified Mortgage Consultant,
Skill: Symfony3,0.0
Skill: JdbcTemplate,0.0
Skill: Medical Escort,1.0
Skill: Auto Build,0.0
Skill: Acupressure,0.0
Skill: SquirrelMail,0.0
Skill: Switched Fabric,0.0
Skill: Transfer Of Undertakings,1.0
Skill: Fluid Simulation,3.0
Skill: Openfiler,
Skill: DDEV (Software),0.0
Skill: District Cooling,
Skill: Asciidoc,0.0
Skill: Sikuli Script,1.0
Skill: Internet Connection Sharing,0.0
Skill: Adsorptions,0.0
Skill: Drug Regulatory Affairs,
Skill: Port ACLs,0.0
Skill: Hausa Language,1.0
Skill: Electrical And Magnetic Fields,0.0
Skill: Sequential Function Chart,2.0
Skill: Ureteral Calculous Obstruction,1.0
Skill: Movement Tracking Systems,0.0
Skill: KDevelop,0.0
Skill: Certified Professional Compliance Officer,
Skill: Scalar Field,0.0
Skill: Lab-On-A-Chip,0.0
Skill: Environmental Intelligence,1.0
Skill: Solar Radiation,1.0
Skill: Amine Gas Treating,
Skill: Enhanced External Counterpulsation,0.0
Skill: Biological Toxins,
Skill: Direct Participation Programs,0.0
Skill: JAWS Scripting Language,0.0
Skill: Codebeamer,0.0
Skill: Product Variability Reduction,
Skill: MKS Integrity (Revision Control Systems),0.0
Skill: Advocacy Journalism,1.0
Skill: Laser Microphone,0.0
Skill: JSData,0.0
Skill: Neuromuscular Electrical Stimulation (NMES),0.0
Skill: Operational Amplifier,0.0
Skill: Shortest Path Problem,3.0
Skill: Classical Physics,3.0
Skill: Lipofectamine,
Skill: DNA Electrophoresis,
Skill: Sony Camcorders,1.0
Skill: EarlGrey (Software),2.0
Skill: Applied Ecology,0.0
Skill: Certified Associate In Materials Handling,0.0
Skill: History Of Medicine,
Skill: Metallic Paint,0.0
Skill: Macromedia Flex Markup Language (MXML),1.0
Skill: Railway Signalling,1.0
Skill: Adverse Possession,1.0
Skill: Restless Leg Syndrome,1.0
Skill: Windows Installer XML (WIX),1.0
Skill: Forensic Photography,
Skill: Foreign Intelligence Surveillance Act,3.0
Skill: ACID Pro,0.0
Skill: Battery Cell Manufacturing,1.0
Skill: ProtoShare,1.0
Skill: Insulin Resistance,1.0
Skill: Tandberg Movi,2.0
Skill: Riot Control,2.0
Skill: Castration,0.0
Skill: Material Physics,0.0
Skill: Factory Method Pattern,0.0
Skill: Visual Voicemail,1.0
Skill: Certified Medical Laser Safety Officer,0.0
Skill: Air Flow Tests,1.0
Skill: Cognitive Ergonomics,1.0
Skill: Swing (Dance),
Skill: Text Template Transformation Toolkits,0.0
Skill: National Income,1.0
Skill: Legibility,
Skill: Diagrammatic Reasoning,
Skill: Autodeploy,
Skill: Raman Amplification,0.0
Skill: Database Engine Tuning Advisor,0.0
Skill: ServiceV,
Skill: Confidential Clearance,
Skill: Passivity,0.0
Skill: Holistic Therapies,1.0
Skill: AthenaClinicals EHR,0.0
Skill: Thanatology,1.0
Skill: Spinal Injections,
Skill: Laser Drilling,
Skill: Klocwork,1.0
Skill: Evolutionary Genomics,1.0
Skill: Cadastre,0.0
Skill: Species Survival Plan,1.0
Skill: Kindermusik International,1.0
Skill: Automated Cost Estimating Integrated Tools,
Skill: Activecollab,1.0
Skill: Digestive Disorders,1.0
Skill: Basic Oxygen Process,
Skill: Digital Video Effect,0.0
Skill: Certified Culinary Administrator,1.0
Skill: Rocker Cover,
Skill: Perspective (Graphical),3.0
Skill: TinyMCE,3.0
Skill: Fecal Occult Blood Tests,3.0
Skill: Urlsession,1.0
Skill: Track Geometry,1.0
Skill: Communicative Language Teaching,1.0
Skill: Life Settlement,0.0
Skill: Certified Hospitality Supervisor,0.0
Skill: Executive Control Language,1.0
Skill: Mortgage Bankers Association,
Skill: Certified Gemologist,0.0
Skill: Chemoembolization,1.0
Skill: Turntables,0.0
Skill: Tyrosine Kinases,0.0
Skill: Peoplesoft Inventory,
Skill: Fog Computing,0.0
Skill: Layer 2 Tunneling Protocol Version 3 (L2TPv3),
Skill: Plumbing Plans Examiner,0.0
Skill: Certified Cardiology Coder,0.0
Skill: Basic Rate Interface,1.0
Skill: Chemical Mass Balance,1.0
Skill: Prisoner's Rights,0.0
Skill: Velocity Engine,0.0
Skill: Lumpectomy,
Skill: Formal Equivalence Checking,0.0
Skill: Rotary Encoder,3.0
Skill: Dialogue Marketing,1.0
Skill: Hybrid Automatic Repeat Request,1.0
Skill: Mobile Agent,
Skill: Traffic Control Supervisor (TCS) Certification,0.0
Skill: Portfolio Insurance,1.0
Skill: Windows Media,0.0
Skill: Httpserver,0.0
Skill: Inverse Kinematics,1.0
Skill: Schematic Editor,0.0
Skill: National Venture Capital Association,0.0
Skill: Blacksmithing,0.0
Skill: CompactPCI,0.0
Skill: Dark Current,
Skill: Automatic Vehicle Location,0.0
Skill: Adobe Contribute,0.0
Skill: Certified Photogrammetrist,1.0
Skill: Google Closure Tools,0.0
Skill: Certified Orthopedic Nurse,0.0
Skill: General Transit Feed Specification,1.0
Skill: Extended File Attributes,
Skill: Wireless Framework Telecomunication,1.0
Skill: Flood Risk Assessments,0.0
Skill: XML Certification Programs,
Skill: SpaceWire,0.0
Skill: Multivariate Linear Regression,1.0
Skill: Method Engineering,1.0
Skill: MPEG Video Wizard DVD,0.0
Skill: Appellate Law,0.0
Skill: GNU Octave (GNU Project Software),1.0
Skill: Laplace Transform,0.0
Skill: Onepager Pro,
Skill: Core Domestic Gas Safety (CCN1),2.0
Skill: Medical Surgical Nursing Certification,0.0
Skill: Remote Scripting,1.0
Skill: ArcGIS Viewer For Flex,0.0
Skill: Edaphology,
Skill: Telerik MVC,0.0
Skill: Nonviolent Communications,0.0
Skill: PTC Creo Elements/View,0.0
Skill: Best Available Control Technology,0.0
Skill: Video Conferencing Facilities,
Skill: Macro Photography,
Skill: Chemical Dependency Professional Trainee,0.0
Skill: Linear Algebra Package (LAPACK),1.0
Skill: Semantic Interoperability,1.0
Skill: Intertemporal Portfolio Choice,0.0
Skill: Java EE Version History,1.0
Skill: Hermeneutics,0.0
Skill: Memory Architecture,
Skill: Immunoglobulin G,3.0
Skill: Chartered Member Of The Chartered Institute Of Personnel And Development (MCIPD),1.0
Skill: Vertical Mattress Stitch,1.0
Skill: Supply Chain Cyber Security,
Skill: Commodity Futures Modernization Act,0.0
Skill: Certified Internal Medicine Coder,0.0
Skill: Alluxio,
Skill: Renaissance Art,0.0
Skill: Certified Pediatric Nurse,1.0
Skill: OpenStreetMap,
Skill: IBM Intelligent Printer Data Stream (Computer Printing),
Skill: Excision of Skin Lesions,1.0
Skill: Rocket Launcher,
Skill: Package Diagram,0.0
Skill: Trace32,
Skill: Literary Publishing,0.0
Skill: Berber (Language),
Skill: Surveillance Of Premises,
Skill: Java Foundation Classes,0.0
Skill: TestTrack,0.0
Skill: Network Information Systems,0.0
Skill: Master School Bus Technician,
Skill: Chartered Realty Investing,
Skill: Apache Giraph,0.0
Skill: Main Bearing,0.0
Skill: Voltammetry,2.0
Skill: Underwater Photography,0.0
Skill: RealFlow,1.0
Skill: Glass Etching,1.0
Skill: Rotating Disk Electrode,2.0
Skill: XCBL,1.0
Skill: Uniform Investment Adviser Law Exam,0.0
Skill: Channel Link,0.0
Skill: Metamaterials,1.0
Skill: Electrocochleography,0.0
Skill: Constrained Shortest Path First,0.0
Skill: Photoconductivity,
Skill: Microsoft Streets And Trips,
Skill: Wildfire Management,
Skill: Remote Network MONitoring (RMON),0.0
Skill: XMLBeans,0.0
Skill: Audio Analysis,
Skill: SAP Frontend,3.0
Skill: Wilderness EMT,0.0
Skill: Firebase Security,0.0
Skill: BSS Application Part (BSSAP),0.0
Skill: Qualified Environmental Professional,1.0
Skill: PowerHouse (Programming Language),0.0
Skill: Hermetic Seal,
Skill: Bioterrorism Preparedness And Response,0.0
Skill: ADHD Tutoring,0.0
Skill: Trixbox,0.0
Skill: Gastrectomy,1.0
Skill: Commercial Electric Work,0.0
Skill: Enterprise Systems Connection (ESCON),0.0
Skill: High Voltage Transmission Systems,1.0
Skill: Retinal Scan,
Skill: Inner Healing Movement,1.0
Skill: Ladder Operator,
Skill: Certified Geriatric Pharmacist,
Skill: Cupping Therapy,2.0
Skill: Hypercholesterolemia,
Skill: Book Entry,
Skill: Multiple Inheritance,1.0
Skill: Bond Program Loans,0.0
Skill: Quo Warranto,
Skill: Openpyxl,1.0
Skill: Federal Food Drug And Cosmetic Act,0.0
Skill: Informix Wingz,0.0
Skill: Urinary Diversion,0.0
Skill: User Customization,
Skill: Wood Assembly,
Skill: Voice Therapy,0.0
Skill: Breast Implants,0.0
Skill: Simple Data Format,0.0
Skill: Mission Statement Development,2.0
Skill: ArtVPS Shaderlight,0.0
Skill: Bioness,0.0
Skill: Parser Generators,0.0
Skill: Fetal Fibronectin,0.0
Skill: Virtual Circuits,0.0
Skill: Aircraft Weapons,0.0
Skill: Multi-Link Point-To-Point Protocol,1.0
Skill: Knowledge Process Outsourcing,
Skill: Marshallese Language,3.0
Skill: Certified Professional Agronomist,1.0
Skill: IRIX,0.0
Skill: Flight Test Instrumentation,0.0
Skill: British Ministry Of Defence Architecture Framework (MODAF),
Skill: Wss 3.0,3.0
Skill: IBM WebSphere Software,1.0
Skill: Signal Compression,0.0
Skill: Memory Protection,0.0
Skill: Series 55 Equity Trader : Limited Representative License,0.0
Skill: SCO OpenServers,1.0
Skill: Advanced Open Water Diving,1.0
Skill: Electrical Ballast,0.0
Skill: Greenhouse Design,0.0
Skill: Reduction Potential,1.0
Skill: Foreign Relations,
Skill: Certified Service Manager,2.0
Skill: Biblical Hebrew,1.0
Skill: Httpclient,1.0
Skill: Feedly,1.0
Skill: Road Safety Audits,0.0
Skill: PC Tools,0.0
Skill: HelpNDoc,3.0
Skill: NopCommerce,1.0
Skill: Armv8,
Skill: Historical Archaeology,1.0
Skill: Accounts Receivable/Billing Fundamentals,0.0
Skill: Cognitive Strategies,
Skill: Teradata Parallel Transporter,0.0
Skill: WinBuilder,0.0
Skill: Cell Divisions (Cell Cycle),
Skill: Human Rights Policies,1.0
Skill: Variable-Message Sign,
Skill: Licensed Healthcare Risk Manager,1.0
Skill: Moulding,1.0
Skill: Aikido,0.0
Skill: Asian History,
Skill: Multi-Site Accounting,
Skill: Chromakey,0.0
Skill: Internet Message Support Protocol (IMSP),
Skill: Counter Machine,
Skill: Quicksort,0.0
Skill: Epson QX-10,0.0
Skill: StoryMill,0.0
Skill: Apache Tiles,1.0
Skill: Surface Runoff,1.0
Skill: Friction Loss,0.0
Skill: Blockchain Indexing,1.0
Skill: Dial-Up Internet Access,1.0
Skill: Specialty Advertising,1.0
Skill: XtraDB,1.0
Skill: Windows Fundamentals For Legacy PCs,
Skill: Prelude Hybrid IDS,0.0
Skill: Road Technology,0.0
Skill: Conic Sections (Analytic Geometry),
Skill: HP Storageworks,0.0
Skill: Construction Documents Technologist,1.0
Skill: Turing Machine,
Skill: McAfee Firewall,0.0
Skill: Pharmaceutical Affairs Law,0.0
Skill: Computational Logic,0.0
Skill: Photoionization Detector,3.0
Skill: Xmlunit,0.0
Skill: Mobile IP,1.0
Skill: PrestaShop,1.0
Skill: Internet Explorer Administration Kit,
Skill: Criteria API,0.0
Skill: Stream Processors,1.0
Skill: Transient Response,
Skill: Legal Process Outsourcing,
Skill: Gearman,
Skill: DISA Gold Disk,2.0
Skill: Public Interest Design,
Skill: Testicular Torsion,
Skill: Immunopathology,1.0
Skill: Patient Reassurance,
Skill: Aircraft Accident Investigation,
Skill: Membrane Reactors,
Skill: RISC System/6000,1.0
Skill: Contextual Query Language,
Skill: Windows Imaging Format,0.0
Skill: Aurelia,0.0
Skill: Pulsed Electromagnetic Field Therapy,0.0
Skill: Formal Grammar,
Skill: IBM System Object Models,2.0
Skill: Screw Terminal,1.0
Skill: Horticultural Therapist Registered,0.0
Skill: Pilotage,0.0
Skill: Espresso (Java),0.0
Skill: Strategic Management Professional,0.0
Skill: Focal Length,
Skill: Quadrupedalism,
Skill: Triplestore,2.0
Skill: Stokes Equation,1.0
Skill: Google Patents,
Skill: Texture Artist,3.0
Skill: Photoworks,0.0
Skill: Signal Handling,0.0
Skill: Ad Text Optimization,
Skill: Fusion Power,0.0
Skill: Chemotaxis,
Skill: Gastric Bypass Surgery,1.0
Skill: TCP/IP Administration,0.0
Skill: Windows Store,0.0
Skill: IBM InfoPrint Manager,0.0
Skill: Quality Inspector Certification,
Skill: Sync (Unix),1.0
Skill: Compound Handling,
Skill: International Commercial Law,1.0
Skill: Classical Tibetan,0.0
Skill: Signalling System No. 7,0.0
Skill: Slickgrid,2.0
Skill: Pictometry,1.0
Skill: Quantum Link,0.0
Skill: Quote Generators,1.0
Skill: Poltergeist,1.0
Skill: Snellen Charts,1.0
Skill: IEEE 1584,0.0
Skill: Digital Network Intelligence,
Skill: Google File Systems,
Skill: Branched DNA Assay,1.0
Skill: Certified Addictions Registered Nurse,3.0
Skill: Leadership Psychology,1.0
Skill: Recaptcha,
Skill: Intel Architecture 32-Bit (I386),0.0
Skill: Constructed Wetland,0.0
Skill: Machinist Calculator,0.0
Skill: CatBoost (Machine Learning Library),1.0
Skill: Low Impact Development,0.0
Skill: Indegy,2.0
Skill: VirtueMart,0.0
Skill: Fortinet Certified Network Security Professional,
Skill: WebQuest,
Skill: CyberX,1.0
Skill: Wcf 4,
Skill: DoD Information Technology Portfolio Repository (DITPR),0.0
Skill: Sliding Window Protocol,0.0
Skill: Reactive Attachment Disorder,1.0
Skill: Critical Section,1.0
Skill: Current Sensor,1.0
Skill: Nuclear Weapons Testing,1.0
Skill: Antibody Technology,1.0
Skill: Blowing Agent,1.0
Skill: GUI Designer,0.0
Skill: Tunnel Maintenance,
Skill: Myeloproliferative Disorders,0.0
Skill: Bass Reflex,
Skill: Time Servers,1.0
Skill: Binary Search Algorithms,0.0
Skill: Bankers' Acceptance,0.0
Skill: Medicine Life Cycle,
Skill: WHO Adverse Reactions Terminology (WHOART),
Skill: JavaScript Engine,3.0
Skill: Business English Certification,0.0
Skill: Deployment Diagram,0.0
Skill: Certified Prevention Specialist,0.0
Skill: Certified Indoor Air Quality Professional,1.0
Skill: Electric Vehicle (EV) Installation,1.0
Skill: Management Information Base,
Skill: Cryogenics,1.0
Skill: Public Disclosure,1.0
Skill: Post-Hoc Analysis,0.0
Skill: Radon Measurement Technician,
Skill: Kickboxing Certification,
Skill: ShipConstructor (Software),0.0
Skill: Dilation And Curettage,0.0
Skill: Total Physical Response,
Skill: IBM OS/2 (Software),1.0
Skill: ArcIMS,
Skill: Licensed Chemical Dependency Counselor (LCDC),
Skill: Forensic Serology,0.0
Skill: Well Stimulation,
Skill: NICET Highway Construction Inspection Certification,1.0
Skill: Photo Finishing,
Skill: Shigella,0.0
Skill: Communicating Sequential Processes,0.0
Skill: Maritime Law Enforcement,0.0
Skill: Apigility,0.0
Skill: Biogas,
Skill: Certified Marketing Professional,
Skill: Plasma Stability,
Skill: Filepath,
Skill: Intermittent Explosive Disorder,3.0
Skill: IDVD,2.0
Skill: IBM Rational Asset Manager,
Skill: Novell Clients,
Skill: NextGen Certified Professional,0.0
Skill: Ground-Based Interceptor,1.0
Skill: Turbinectomy,1.0
Skill: Secondary Authority,1.0
Skill: Internetwork Packet Exchange/Sequenced Packet Exchange (IPX/SPX),0.0
Skill: ClickOnce,0.0
Skill: Paypal Sandbox,
Skill: Emergency Action Message,
Skill: Certified Eating Disorders Specialist,0.0
Skill: Acoustic Control Induction Systems,
Skill: Internet Broadcasting,3.0
Skill: Thrombin,
Skill: Antenna Gain,1.0
Skill: Low Carbon Solutions,1.0
Skill: Fortinet Certified Network Security Administrator,
Skill: Homicide Investigation,
Skill: Femtosecond Laser For Cataract Surgery,
Skill: Data Item Descriptions,0.0
Skill: Program Protection Plans,0.0
Skill: ISO/PAS 28000,0.0
Skill: Network On A Chip,1.0
Skill: X.25 (ITU-T Recommendations),0.0
Skill: Pyrosequencing,0.0
Skill: Cardiovascular Coding,
Skill: Microsoft Virtual Servers,0.0
Skill: Powder-Actuated Tool,1.0
Skill: Automated Title Information Data System,2.0
Skill: Default Route,1.0
Skill: Inergen (Active Fire Protection),2.0
Skill: InSync Adaptive Traffic Control Systems,
Skill: Proc Format,
Skill: Gchart,
Skill: Substrings,3.0
Skill: Object-Modeling Technique,
Skill: Rhesus Parvovirus,0.0
Skill: Magisto,0.0
Skill: Consolidated Procurement,0.0
Skill: MRO Software,0.0
Skill: CommunityViz,0.0
Skill: Internal Financing,0.0
Skill: Jury Management,3.0
Skill: Datamaps,
Skill: Series 22 Direct Participation (Limited Partnerships) License,0.0
Skill: Integrating Sphere,0.0
Skill: Petroleum Geology,3.0
Skill: Initrd,1.0
Skill: Qualified Clinical Social Worker (QCSW),
Skill: Kodaly Method,2.0
Skill: Automatically Switched Optical Network,
Skill: ActiveVOS,
Skill: Molecular Beacon,0.0
Skill: Ionic 2 (Mobile App Framework),
Skill: Diffusion Furnaces,1.0
Skill: InMagic,0.0
Skill: Branch.io,0.0
Skill: Distribution Theory,1.0
Skill: Anticonvulsants,0.0
Skill: Oracle Hyperion DRM,
Skill: RoboMongo,
Skill: Expression Vector,
Skill: Systrace,
Skill: Ethereum Virtual Machine,1.0
Skill: Message Transmission Optimization Mechanism,
Skill: Firefighter Safety,0.0
Skill: Video Connectors,
Skill: Wafer Dicing,0.0
Skill: Managed Extensions For C++,
Skill: IBM System Z Integrated Information Processor (ZIIP),
Skill: Oracle Cdc,1.0
Skill: Quaternions,0.0
Skill: Behavioural Problems,1.0
Skill: Registered Employee Benefits Consultant,1.0
Skill: Check Point Certified Security Expert,0.0
Skill: Matrix Multiplication,0.0
Skill: Radio Direction Finder,
Skill: Postbooks,1.0
Skill: Child Care Practices,1.0
Skill: Sluice,0.0
Skill: Review of Pleadings,0.0
Skill: Plumbing Renovations,0.0
Skill: Blind Carbon Copy,1.0
Skill: Alternative Splicing,
Skill: Watershed Improvement,1.0
Skill: Google Tv,0.0
Skill: Sequential Logic,1.0
Skill: Chartered Fellow Of The Chartered Institute Of Personnel and Development (FCIPD),
Skill: Medical Surgical Nurses Certification Board,0.0
Skill: Bus Networks,
Skill: Evaporative Cooler,0.0
Skill: Managerial Psychology,0.0
Skill: Script Task,
Skill: Whmcs,0.0
Skill: Integration DEFinition (IDEF),2.0
Skill: Potassium Hydroxide,1.0
Skill: Nanocrystals,0.0
Skill: Environmental Policy Analysis,0.0
Skill: Transcutaneous Electrical Nerve Stimulation,3.0
Skill: Directed Graph,1.0
Skill: Physical Security Information Management,0.0
Skill: Leap Motion,0.0
Skill: Mining Geology,0.0
Skill: Solaris Multiplexed I/O,0.0
Skill: StatView,0.0
Skill: Electrocoagulation,0.0
Skill: Thermofoil,0.0
Skill: Viewbag,0.0
Skill: Harmful Algal Blooms,0.0
Skill: Service Control Management,
Skill: .NET Framework 1,0.0
Skill: Network Information Services,0.0
Skill: WPF Controls,0.0
Skill: Exploration Geophysics,0.0
Skill: Receptacle Tester,
Skill: Journeyman Ironworker,
Skill: Pasteurization,0.0
Skill: NAT Traversal,0.0
Skill: Precipitation,
Skill: Control Of Major Accident Hazards Regulations,0.0
Skill: Pie Charts,1.0
Skill: Fluorescent Labelling,1.0
Skill: Certified Medical Laboratory Assistant,1.0
Skill: Scanline,0.0
Skill: Rdflib,1.0
Skill: Tivoli Identity Manager,0.0
Skill: Cisoc Virtual Link,
Skill: Avaya Unified Communications Management,1.0
Skill: Amazon Managed Blockchain,0.0
Skill: ExtendSim,
Skill: Speaker Recognition,0.0
Skill: Language Recognition,0.0
Skill: Certified Securities Operations Professional,
Skill: Filesystem-Level Encryption,
Skill: Electrical Power Quality,
Skill: Mariculture,
Skill: Tranches,0.0
Skill: Actian Vector,2.0
Skill: MicroStrategy Visual Insight,
Skill: Oil Spill Contingency Plans,
Skill: Zend Studio,0.0
Skill: Stress Strain Analysis,0.0
Skill: Folk Dance,1.0
Skill: Callback Functions,0.0
Skill: Horse Training,2.0
Skill: Describing Archives,1.0
Skill: Weather Satellites,0.0
Skill: Oppositional Defiant Disorder,0.0
Skill: Quantum Gates,1.0
Skill: Timber Design,
Skill: Adobe Substance,
Skill: Sports Law,
Skill: Trust Boundary,0.0
Skill: Solvation,1.0
Skill: Reverse Phase Liquid Chromatography (RPLC),0.0
Skill: Non-Uniform Memory Access,
Skill: Digital Storage Systems Interconnect,0.0
Skill: District Health Information System (DHIS),0.0
Skill: Travel Insurance,
Skill: Apgar Score,3.0
Skill: Microsoft Learning Gateway,1.0
Skill: In-Vivo Magnetic Resonance Spectroscopy,
Skill: Avaya Certified Specialist,1.0
Skill: Challenge Response Authentication Mechanism,0.0
Skill: Avaya Certified Expert,1.0
Skill: Project KickStart,0.0
Skill: Financial Accounting Certification,0.0
Skill: Oil Well,1.0
Skill: Cognitive Engineering,2.0
Skill: Virsh,
Skill: Digital Libraries,0.0
Skill: CadSoft EAGLE PCB,
Skill: Memory Organization,1.0
Skill: Military Decision Making Process,
Skill: Lumension Security,
Skill: Managed Long-Term Care,1.0
