,July 2022 actual,July 2024 weighted predicted,Percentage Point change,Percentage change,Model Variance,Mean Salary,Most common occ,2nd most common occ,3rd most common occ,4th most common occ,5th most common occ,Most common ind,2nd most common ind,3rd most common ind,4th most common ind,5th most common ind,Monthly average obs,Prediction std dev,Number of Models,Average RMSE
Water Treatment,0.0007586673769878,0.0007167230219231983,-4.1944355064601666e-05,-5.528688373439334,Low,65766.02653748947,49-9000,51-8000,17-2000,41-4000,11-9000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Ambulatory Health Care Services,Chemical Manufacturing,221.4375,3.077564099133058e-05,23.0,0.8457666683696619
Waterfall Methodology,0.0033351954406946,0.001857964535669123,-0.0014772309050254773,-44.292184110140894,Medium,124818.67046979866,15-1200,13-1000,11-9000,11-3000,11-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,924.1041666666666,0.00039941151832855544,23.0,0.21250375771441843
Wax,0.0009170135466731,0.000936452541725011,1.943899505191108e-05,2.119815473003122,Low,37022.66152716593,37-2000,39-5000,53-7000,99-9000,43-4000,Unclassified Industry,Personal and Laundry Services,Nursing and Residential Care Facilities,Administrative and Support Services,Repair and Maintenance,282.5208333333333,6.791120082824673e-05,16.0,1.092090154079379
Wealth Management,0.0029357600717842,0.004657064496108093,0.0017213044243238928,58.63232628808712,High,111601.43128181396,13-2000,99-9000,41-3000,13-1000,15-1200,Credit Intermediation and Related Activities,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",Unclassified Industry,Real Estate,"Professional, Scientific, and Technical Services",683.6666666666666,0.007015561227324664,19.0,0.3196574406072213
Web Analytics,0.0016310513624248,0.0017771105277354488,0.00014605916531064888,8.954909003816425,Medium,80332.85352760737,15-1200,13-1000,11-2000,15-2000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,"Merchant Wholesalers, Durable Goods",516.7291666666666,0.00037093126853753657,16.0,0.13399145655257938
Web Application Development,0.0007561125715374,0.0011501728885467703,0.00039406031700937036,52.11662017576688,High,116396.43575063613,15-1200,99-9000,13-1000,11-9000,15-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Educational Services,Insurance Carriers and Related Activities,213.10416666666663,0.0005439491227426736,24.0,0.4614065284380126
Web Applications,0.003907737441266,0.0036250072498314415,-0.00028273019143455844,-7.235137869011016,High,116140.7474271012,15-1200,13-1000,99-9000,11-9000,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Credit Intermediation and Related Activities,1318.0625,0.0011587580244836505,28.0,0.09233908889549475
Web Browsers,0.0013697140531554,0.0016384714327568502,0.0002687573796014502,19.621422367852315,High,56144.1992,15-1200,43-4000,99-9000,11-9000,13-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Real Estate,General Merchandise Stores,Educational Services,453.8125,0.001015190188493601,24.0,0.11476682241927158
Web Conferencing,0.0018156336422057,0.0019049820767559184,8.934843455021845e-05,4.9210607510926385,Medium,74905.52510683761,13-1000,11-2000,15-1200,11-9000,41-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Publishing Industries (except Internet),539.1875,0.0002283549139499433,16.0,0.17925428576693703
Web Design,0.0014321263550867,0.0016653416292955405,0.00023321527420884047,16.284545939713663,High,70104.48701012769,15-1200,27-1000,13-1000,11-2000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,"Merchant Wholesalers, Nondurable Goods",523.4583333333334,0.0022869894977183506,24.0,0.08313380321185083
Web Development,0.00316443132968,0.0028546275378016866,-0.00030980379187831334,-9.790188492086568,Medium,94035.34424635331,15-1200,13-1000,11-2000,99-9000,41-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,"Merchant Wholesalers, Nondurable Goods",960.375,0.0006684268667462338,23.0,0.19541568131017134
Web Navigation,0.0004852495300595,0.0005093183696489241,2.4068839589424108e-05,4.960095393904421,High,49157.118613138686,41-2000,43-4000,13-1000,41-4000,11-9000,General Merchandise Stores,Unclassified Industry,"Professional, Scientific, and Technical Services",Ambulatory Health Care Services,Administrative and Support Services,226.97916666666663,0.00017861130426184775,16.0,0.3955233240255871
Web Pages,0.0010535922406632,0.0008908075984503981,-0.00016278464221280184,-15.450440495872911,High,67264.30534351146,15-1200,13-1000,11-9000,11-2000,27-3000,Educational Services,Real Estate,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,352.6666666666667,0.0002572072939341548,19.0,0.0726642213249319
Web Portals,0.0005750720248853,0.0005800826749914117,5.0106501061116925e-06,0.8713082691009153,Low,51622.579792256845,15-1200,31-1100,13-1000,99-9000,43-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,"Merchant Wholesalers, Durable Goods",204.08333333333331,3.956774908909856e-05,24.0,0.4456270852100792
Web Servers,0.0006975794519745,0.0006991782967371335,1.5988447626335504e-06,0.22919894760489537,High,111664.07274119448,15-1200,99-9000,13-1000,11-9000,17-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Computer and Electronic Product Manufacturing,Educational Services,234.02083333333331,0.0002806077345128752,24.0,0.2841808329456661
Web Services,0.0062170877969528,0.005832621898476489,-0.0003844658984763112,-6.184019126523364,High,117786.54747912155,15-1200,13-1000,99-9000,11-9000,11-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,2148.5416666666665,0.005124889733197212,23.0,0.08637491227503194
Webcast,0.000337941908832,0.0004826178663622351,0.0001446759575302351,42.810895526472684,High,80600.98507462686,25-1000,11-9000,11-2000,13-1000,15-1200,Educational Services,Unclassified Industry,"Professional, Scientific, and Technical Services",Telecommunications,Administrative and Support Services,221.5625,0.000611894716131411,17.0,0.12232909003505861
Webpack,0.001202265376124,0.003095598185776784,0.0018933328096527838,157.48044044624535,High,120742.39825119235,15-1200,99-9000,17-2000,11-9000,13-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,Publishing Industries (except Internet),355.9791666666667,0.0020912652977476778,23.0,0.5641261891717144
Welding,0.0024839124984851,0.0032780172994857047,0.0007941048010006047,31.969918484846673,High,55455.69946808511,49-9000,17-3000,51-4000,49-3000,17-2000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Repair and Maintenance,Fabricated Metal Product Manufacturing,790.5416666666666,0.0011403133448869044,26.0,0.25757958658572544
Wholesaling,0.0063434960733692,0.007820275549931994,0.0014767794765627937,23.280214245934523,High,65006.75056331681,41-2000,41-4000,11-2000,13-2000,13-1000,Unclassified Industry,Credit Intermediation and Related Activities,Chemical Manufacturing,"Merchant Wholesalers, Durable Goods",Motor Vehicle and Parts Dealers,1310.8333333333333,0.0053676939223156125,23.0,0.2601458768544733
Wide Area Networks,0.0023896625532751,0.0025038548564858196,0.00011419230321071949,4.7785953315548975,High,92971.24049898464,15-1200,11-9000,41-4000,99-9000,13-1000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Telecommunications,Computer and Electronic Product Manufacturing,805.7916666666666,0.0019143119252373177,27.0,0.0523375593695351
Willingness To Learn,0.023927468475596,0.02544252659114152,0.0015150581155455208,6.33187801329987,High,51512.33082842507,15-1200,99-9000,11-9000,41-4000,13-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Food Services and Drinking Places,Ambulatory Health Care Services,6679.958333333333,0.007053890121369191,23.0,0.04619114987733281
Window Cleaning,0.0021656863264139,0.0024448132219754494,0.0002791268955615496,12.888611437268855,High,33843.19623059867,37-2000,99-9000,49-9000,43-4000,41-1000,Unclassified Industry,Administrative and Support Services,Gasoline Stations,Specialty Trade Contractors,Nursing and Residential Care Facilities,764.25,0.0007866120449631437,23.0,0.15809243921976454
Windows Communication Foundation,0.0004874904837407,0.000554498298018675,6.700781427797502e-05,13.745460991114856,High,104808.2483989021,15-1200,13-1000,41-9000,99-9000,11-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Insurance Carriers and Related Activities,Real Estate,241.58333333333331,0.00024280124408957747,24.0,0.02979888842755809
Windows PowerShell,0.0032309305177886,0.003918642861520411,0.0006877123437318113,21.285271841825733,High,112753.34795390404,15-1200,99-9000,17-2000,13-1000,11-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Insurance Carriers and Related Activities,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",1066.25,0.0016975316642151648,23.0,0.10819233129827167
Windows Servers,0.002443897734671,0.002301171788598741,-0.00014272594607225896,-5.840094863522302,High,89919.17245893835,15-1200,99-9000,13-1000,17-2000,11-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,"Merchant Wholesalers, Durable Goods",Educational Services,954.25,0.0010147016162948559,23.0,0.07678154293956582
Wireframing,0.0023210015642431,0.002167347742922725,-0.00015365382132037511,-6.620151562477858,Low,109824.40827171905,15-1200,27-1000,13-1000,11-2000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Publishing Industries (except Internet),739.9583333333334,0.00017941668650854836,24.0,0.09426177425167342
Wireless Communications,0.0018725434909749,0.001594735273058921,-0.00027780821791597893,-14.835875335068666,High,85852.30644273128,15-1200,11-9000,41-4000,99-9000,17-2000,Insurance Carriers and Related Activities,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Telecommunications,469.1458333333333,0.0008775223200130346,24.0,0.2448990144605108
Wireless Networks,0.0009548474141019,0.0010772848262172357,0.00012243741211533565,12.822720186187706,High,79483.287073751,15-1200,17-2000,11-9000,99-9000,11-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Telecommunications,Computer and Electronic Product Manufacturing,270.2708333333333,0.00039054398177744545,24.0,0.16079257828255586
Wireless Paging Systems,0.0010548309506815,0.0009326221272881744,-0.0001222088233933256,-11.585631168138317,Medium,36007.94576877235,35-9000,43-4000,31-1100,43-6000,37-2000,Unclassified Industry,Hospitals,Nursing and Residential Care Facilities,Food Services and Drinking Places,Ambulatory Health Care Services,336.5625,0.00013020456046711597,28.0,0.06201637121204441
Wireless Sales,0.0006680473036978,0.0003634107739793349,-0.00030463652971846517,-45.601041727468974,High,42701.45705329154,41-2000,41-4000,41-1000,11-2000,99-9000,Telecommunications,"Professional, Scientific, and Technical Services",Electronics and Appliance Stores,Unclassified Industry,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",215.02083333333331,0.00018862386112666096,24.0,0.32483723148282906
Wiring Diagram,0.0009724550547194,0.0009096308616393322,-6.282419308006784e-05,-6.460369841791365,Medium,65805.72069825436,17-3000,49-9000,17-2000,47-2000,51-2000,Administrative and Support Services,Unclassified Industry,"Professional, Scientific, and Technical Services",Real Estate,Specialty Trade Contractors,311.6666666666667,0.0001437336907483599,20.0,0.19519862964916224
Woodworking,0.0009483755647726,0.0010083383490429264,5.996278427032641e-05,6.322683385954191,Medium,40146.771632471005,37-2000,47-2000,49-9000,51-7000,99-9000,Unclassified Industry,Administrative and Support Services,Accommodation,Nursing and Residential Care Facilities,Specialty Trade Contractors,262.7291666666667,0.00014893328908652893,16.0,0.13721056808970553
Word Processing,0.009052442162898,0.009227638570760453,0.00017519640786245287,1.935349651616735,High,50432.63140379801,43-6000,11-9000,43-4000,43-9000,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Educational Services,Administrative and Support Services,Ambulatory Health Care Services,2736.6666666666665,0.002820735962339338,24.0,0.10293369908456228
